City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Bosaso,7,SO,1599962964,54,11.28,49.18,88.86,2.89
Panama City,100,PA,1599963194,78,8.99,-79.52,82.4,2.24
Atar,51,MR,1599963194,38,20.52,-13.05,89.64,5.73
Mingshui,68,CN,1599963194,57,36.72,117.5,80.01,1.99
Erenhot,99,CN,1599963195,43,43.65,111.98,68.45,10.18
Pisco,90,PE,1599963195,87,-13.7,-76.22,61.0,6.93
Carutapera,0,BR,1599963195,85,-1.2,-46.02,78.66,7.7
Sibolga,97,ID,1599963195,70,1.74,98.78,78.75,2.93
Hornepayne,100,CA,1599963196,96,49.21,-84.77,56.08,9.1
Ekhabi,0,RU,1599963196,48,53.51,142.97,63.63,1.16
Honningsvåg,100,NO,1599963196,81,70.98,25.97,48.67,9.24
Paamiut,80,GL,1599963197,72,61.99,-49.67,37.42,8.25
Marsá Maţrūḩ,0,EG,1599963197,79,31.35,27.25,73.53,1.52
Thap Than,100,TH,1599963197,78,15.46,99.89,83.39,2.82
Bonavista,0,CA,1599963197,77,48.65,-53.11,54.63,18.99
Tateyama,75,JP,1599963198,83,34.98,139.87,80.6,3.36
Uri,0,IN,1599963198,55,34.08,74.03,66.63,3.44
Montilla,99,ES,1599963198,49,37.59,-4.64,71.6,2.24
Lashio,100,MM,1599963198,98,22.93,97.75,71.22,1.19
Ballina,90,AU,1599963199,68,-28.87,153.57,69.8,4.7
Les Cayes,56,HT,1599963199,76,18.2,-73.75,80.15,3.02
Acapulco de Juárez,90,MX,1599963170,83,16.86,-99.89,82.4,3.36
Kumul,94,CN,1599963199,22,42.8,93.45,66.42,8.68
Kidal,0,ML,1599963200,18,18.44,1.41,90.61,4.74
Port Moresby,5,PG,1599963200,55,-9.44,147.18,86.0,23.04
Bom Jardim,1,BR,1599963200,96,-7.8,-35.59,64.51,7.74
Huntington,75,US,1599963201,83,38.42,-82.45,75.99,4.7
Kavaratti,100,IN,1599963201,81,10.57,72.64,81.48,15.57
Boden,100,SE,1599963201,100,65.83,21.69,48.2,6.93
Chunhuhub,85,MX,1599963201,80,19.55,-88.68,78.53,2.21
Porbandar,3,IN,1599963202,81,21.64,69.61,82.06,7.92
Muros,7,ES,1599963202,70,42.78,-9.06,70.0,10.36
Zuwārah,0,LY,1599963202,75,32.93,12.08,77.47,3.89
Keningau,20,MY,1599962975,79,5.34,116.16,84.2,3.36
Kahului,40,US,1599963203,52,20.89,-156.47,89.6,24.16
Beloeil,90,CA,1599963203,72,45.57,-73.2,62.01,5.82
Yulara,75,AU,1599963203,29,-25.24,130.99,78.8,20.8
Pinsk,0,BY,1599963203,88,52.12,26.1,53.92,7.14
Nizwá,42,OM,1599963204,27,22.93,57.53,83.08,1.21
Sabha,0,LY,1599963204,21,27.04,14.43,80.64,4.7
Ust'-Tarka,98,RU,1599963204,67,55.57,75.7,51.64,10.27
Hamilton,20,US,1599963052,88,39.18,-84.53,79.0,4.0
Sawākin,32,SD,1599963205,70,19.11,37.33,88.21,5.95
Batagay-Alyta,97,RU,1599963205,51,67.8,130.41,51.69,7.0
Cap Malheureux,0,MU,1599963205,84,-19.98,57.61,66.99,3.0
Buala,31,SB,1599963205,69,-8.14,159.59,85.48,5.5
Lubango,3,AO,1599963206,36,-14.92,13.49,58.44,5.1
Casper,1,US,1599963206,26,42.87,-106.31,71.6,3.36
Saint-Augustin,25,CA,1599963206,61,51.23,-58.65,47.53,9.22
Beloha,0,MG,1599963207,83,-25.17,45.05,67.69,13.91
Daru,90,PG,1599963207,75,-9.08,143.21,77.99,13.44
Karlstad,0,SE,1599963207,81,59.38,13.5,50.0,4.7
Tessalit,0,ML,1599963207,13,20.2,1.01,91.18,7.43
Mabaruma,0,GY,1599963208,88,8.2,-59.78,77.74,4.21
Machinga,15,MW,1599963208,71,-15.17,35.3,62.69,2.21
Zhigansk,99,RU,1599963126,85,66.77,123.37,49.14,5.03
Kununurra,46,AU,1599963208,43,-15.77,128.73,89.6,5.82
Lorengau,42,PG,1599963208,69,-2.02,147.27,86.54,11.88
Mapiripán,22,CO,1599963209,80,2.89,-72.13,76.5,1.36
Eyl,90,SO,1599963209,67,7.98,49.82,80.02,17.96
Acajutla,98,SV,1599963209,98,13.59,-89.83,73.99,5.35
Port Lincoln,0,AU,1599963210,59,-34.73,135.87,58.86,11.23
Tacuarembó,100,UY,1599963210,95,-31.73,-55.98,55.94,8.28
Necochea,0,AR,1599963180,42,-38.55,-58.74,50.0,13.0
Ouallam,0,NE,1599963210,54,14.32,2.09,86.5,9.51
Krasnoshchekovo,0,RU,1599963211,51,51.67,82.73,51.33,3.13
Flekkefjord,100,NO,1599963211,76,58.3,6.66,55.99,14.0
Veshenskaya,0,RU,1599963211,64,49.63,41.73,50.9,5.23
Nichinan,75,JP,1599963212,83,31.6,131.37,80.6,3.36
Okmulgee,1,US,1599963212,100,35.62,-95.96,68.0,3.2
Bandar-e Anzali,6,IR,1599963213,80,37.47,49.46,73.74,3.89
Šibenik,0,HR,1599963213,53,43.73,15.91,75.99,2.24
Oranjemund,97,NA,1599963213,84,-28.55,16.43,58.87,9.46
Staryy Nadym,99,RU,1599963213,90,65.61,72.68,51.91,16.42
Nikolskoye,90,RU,1599963214,87,59.7,30.79,55.4,17.9
Pascagoula,1,US,1599963214,83,30.37,-88.56,80.6,6.49
Kyaikto,91,MM,1599963216,81,17.3,97.02,82.94,5.66
San Policarpo,59,PH,1599963216,67,12.18,125.51,85.71,4.63
Bayir,0,TR,1599963218,88,37.27,28.22,68.0,2.24
Fukuechō,20,JP,1599963218,74,32.69,128.84,78.8,11.41
Caborca,0,MX,1599963218,23,30.58,-111.1,84.99,3.0
Dauriya,74,RU,1599963219,64,49.93,116.87,59.38,17.07
Bonthe,3,SL,1599963219,93,7.53,-12.51,75.78,6.42
La Plata,35,AR,1599963042,82,-34.92,-57.95,55.99,8.72
Visnes,100,NO,1599963220,76,59.36,5.22,57.2,19.46
Polazna,82,RU,1599963220,100,58.29,56.41,41.0,6.71
Vardø,97,NO,1599963220,78,70.37,31.11,48.04,2.57
Monze,0,ZM,1599963220,52,-16.28,27.48,57.47,6.53
Sørland,20,NO,1599963221,74,67.67,12.69,51.46,28.34
Vyartsilya,100,RU,1599963221,96,62.18,30.69,53.44,12.03
Makakilo City,90,US,1599962937,62,21.35,-158.09,87.8,11.41
Dekar,0,BW,1599963222,37,-21.53,21.93,57.18,9.44
Shingū,75,JP,1599963222,88,33.73,135.98,78.8,3.36
Ţahţā,0,EG,1599963222,31,26.77,31.5,78.44,6.89
Namie,91,JP,1599963222,82,37.48,141.0,79.0,3.0
Tamayo,0,DO,1599963223,73,18.39,-71.2,78.04,2.35
Gizo Government Station,3,SB,1599963223,68,-8.1,156.84,84.72,4.45
Mayo,1,US,1599963223,73,38.89,-76.51,70.0,10.29
Noumea,75,NC,1599963224,44,-22.28,166.46,78.8,8.05
Namwala,0,ZM,1599963224,59,-15.75,26.44,54.64,3.83
Esso,100,RU,1599963225,75,55.93,158.7,43.32,17.69
Wajir,91,KE,1599963225,80,1.75,40.06,71.24,10.31
Outlook,100,CA,1599963225,86,51.5,-107.05,46.78,1.57
Chumikan,0,RU,1599963226,66,54.72,135.31,67.24,9.08
Uhingen,0,DE,1599963226,80,48.7,9.59,57.0,1.88
Te Anau,100,NZ,1599963226,89,-45.42,167.72,49.35,7.96
Kirensk,100,RU,1599963226,88,57.79,108.11,49.44,14.25
El Sauzal de Rodríguez,0,MX,1599963227,89,31.9,-116.68,72.0,1.01
Awjilah,0,LY,1599963227,33,29.11,21.29,78.4,7.61
Sergeevka,100,KZ,1599963227,81,53.88,67.42,56.37,4.05
Rawicz,80,PL,1599963228,84,51.61,16.86,60.01,5.55
Stalowa Wola,0,PL,1599963228,80,50.58,22.05,59.0,1.99
Tuatapere,100,NZ,1599963018,97,-46.13,167.68,48.0,1.99
Opuwo,0,NA,1599963229,44,-18.06,13.84,55.51,2.1
Ushtobe,94,KZ,1599963229,54,45.25,77.98,61.11,7.87
Ndjolé,100,GA,1599963229,92,-0.18,10.76,72.93,3.27
Sharanga,35,RU,1599963147,90,57.18,46.54,45.72,7.81
Rodrigues Alves,40,BR,1599963230,58,-7.74,-72.65,80.85,1.52
Pueblo,1,US,1599962996,19,38.25,-104.61,78.8,6.93
Rafsanjān,0,IR,1599963230,30,30.41,55.99,60.13,6.38
Kaka,0,TM,1599963231,39,37.35,59.61,58.77,1.05
Melilla,99,ES,1599963231,83,35.29,-2.94,75.2,6.93
Doha,100,QA,1599963010,66,25.29,51.53,89.6,2.24
Pangkalanbuun,86,ID,1599963231,70,-2.68,111.62,83.01,4.9
Kawalu,95,ID,1599963231,80,-7.38,108.21,74.91,4.29
Griffith,75,US,1599963126,100,41.53,-87.42,70.0,6.93
Sakakah,0,SA,1599963232,14,29.97,40.21,87.8,5.82
Ubari,0,LY,1599963232,19,26.59,12.78,79.88,9.82
Santa Maria da Vitória,0,BR,1599963233,42,-13.39,-44.19,73.98,7.81
Boende,87,CD,1599963233,94,-0.22,20.87,70.57,1.43
Payakumbuh,98,ID,1599963234,66,-0.22,100.63,77.7,0.92
Chu,0,KZ,1599963234,73,43.6,73.76,60.01,5.01
Karatau,0,KZ,1599963234,41,43.17,70.47,60.46,2.89
Egvekinot,100,RU,1599963235,63,66.32,-179.17,46.72,13.78
Phalaborwa,2,ZA,1599963235,93,-23.94,31.14,62.6,2.24
Yarensk,98,RU,1599963235,96,62.17,49.09,43.32,6.26
Pilar,40,BR,1599963235,83,-9.6,-35.96,71.6,4.7
Viçosa,0,BR,1599963236,64,-20.75,-42.88,66.42,6.6
Grande Prairie,75,CA,1599963236,66,55.17,-118.8,53.6,9.17
Umm Kaddadah,100,SD,1599963236,67,13.6,26.69,79.77,16.26
Oudtshoorn,100,ZA,1599963236,87,-33.59,22.2,57.2,12.75
Jalu,0,LY,1599963237,37,29.03,21.55,78.3,8.01
Kostanay,100,KZ,1599963237,71,53.17,63.58,53.6,13.42
Bereda,42,ES,1599963237,100,43.27,-7.54,66.99,3.0
Songyuan,100,CN,1599963237,78,45.12,124.86,65.17,6.91
Oulainen,100,FI,1599963238,95,64.27,24.8,48.0,5.19
Seoul,1,KR,1599963054,60,37.57,126.98,73.4,3.36
Tianpeng,75,CN,1599963234,100,30.99,103.94,72.0,2.24
Lumby,52,CA,1599963238,42,50.25,-118.97,78.01,2.37
São Sepé,100,BR,1599963239,100,-30.16,-53.57,62.6,5.82
Kiri Buru,100,IN,1599963239,82,22.08,85.35,78.55,1.7
Papara,40,BR,1599963239,78,-3.98,-38.73,79.0,14.99
Nishihara,75,JP,1599963240,88,26.18,127.76,86.0,4.7
Muscat,25,OM,1599963240,88,23.61,58.59,82.4,4.76
San Blas,84,MX,1599963240,69,21.52,-105.27,82.08,1.28
Shelburne,75,CA,1599963240,82,44.08,-80.2,60.01,8.01
Bangassou,100,CF,1599963241,96,4.74,22.82,68.22,1.52
Liverpool,20,GB,1599963183,72,53.41,-2.98,62.6,17.22
Mehamn,100,NO,1599963241,79,71.04,27.85,45.27,7.67
Nārāyanavanam,75,IN,1599963241,88,13.42,79.58,77.0,6.06
Severo-Yeniseyskiy,34,RU,1599963242,76,60.37,93.04,50.59,0.65
Florence,0,IT,1599963242,64,43.77,11.25,73.0,3.36
Porto Tolle,0,IT,1599963242,72,44.95,12.32,66.99,8.41
Sinnamary,30,GF,1599963242,84,5.38,-52.95,80.1,12.46
Khilok,85,RU,1599963243,84,51.37,110.47,57.16,6.08
Ardakān,0,IR,1599963243,20,32.31,54.02,66.2,2.24
Robe,0,AU,1599963243,70,-37.18,139.75,54.52,14.29
Greeneville,75,US,1599963171,83,36.16,-82.83,73.4,6.15
Mahajanga,0,MG,1599963244,77,-15.72,46.32,69.8,3.36
Newport,80,GB,1599963244,93,51.59,-3.0,57.99,1.01
Tautira,20,PF,1599963244,66,-17.73,-149.15,84.2,10.29
Province of Mantua,20,IT,1599963245,88,45.17,10.78,68.0,3.36
Rehoboth,44,NA,1599963245,39,-23.32,17.08,55.78,2.37
Ayan,20,RU,1599963245,64,56.45,138.17,59.92,5.28
Kapit,94,MY,1599962952,85,2.02,112.93,81.86,0.87
Alta Floresta,0,BR,1599963245,29,-9.88,-56.09,79.03,2.86
Mushie,21,CD,1599963246,77,-3.02,16.9,74.79,3.56
Gejiu,100,CN,1599963246,100,23.31,103.16,59.49,4.05
Turukhansk,83,RU,1599963246,90,65.82,87.98,53.08,14.94
Baijiantan,100,CN,1599963247,25,45.63,85.18,66.04,0.09
Enid,1,US,1599963247,100,36.4,-97.88,75.2,5.82
Artyom,0,AZ,1599963247,94,40.47,50.33,68.0,4.7
Kulhudhuffushi,99,MV,1599963247,79,6.62,73.07,81.57,12.62
São João da Barra,0,BR,1599963248,82,-21.64,-41.05,73.26,25.64
Beipiao,72,CN,1599963248,73,41.79,120.78,66.81,12.17
Shubarkuduk,85,KZ,1599963248,60,49.14,56.49,57.47,2.24
Jūnāgarh,69,IN,1599963249,81,19.87,82.93,80.44,1.45
Romny,0,UA,1599963249,51,50.75,33.47,50.68,5.5
Taltal,31,CL,1599963101,75,-25.4,-70.48,55.78,4.12
Brăduţ,0,RO,1599963249,87,46.13,25.62,55.0,2.15
Price,1,US,1599963249,15,39.6,-110.81,77.0,8.05
Miles City,1,US,1599963189,22,46.41,-105.84,78.8,4.7
Esim,63,GH,1599963250,92,4.87,-2.24,74.57,7.49
Palauig,97,PH,1599963250,65,15.44,119.9,86.07,5.01
Horom,10,AM,1599963250,62,40.66,43.89,57.2,6.93
Raja,99,SS,1599963251,96,8.46,25.68,70.07,3.98
Karlshus,43,NO,1599963251,62,59.35,10.87,51.8,9.17
Olhão,99,PT,1599963251,65,37.03,-7.84,77.0,14.99
Mumbai,75,IN,1599963176,94,19.01,72.85,80.6,4.7
Mandalgovi,0,MN,1599963252,54,45.76,106.27,46.36,15.46
Port Hardy,90,CA,1599963252,82,50.7,-127.42,59.0,3.36
Berlevåg,99,NO,1599963252,78,70.86,29.09,46.49,7.4
Upata,27,VE,1599963252,86,8.01,-62.4,73.67,2.33
Luangwa,0,ZM,1599963253,55,-15.62,30.42,66.63,5.88
Bichena,80,ET,1599963253,90,10.45,38.2,51.19,3.85
Inírida,86,CO,1599963253,88,3.87,-67.92,75.76,1.5
Codrington,0,AU,1599963253,66,-38.27,141.97,56.88,11.63
